AKOATS_ID,sampleDate,sampleTime,Temperature,Duplicate_Sensor,UseData
1664,6/24/2015,15:45:00,13.305,0,1
1664,6/24/2015,16:00:00,13.401,0,1
1664,6/24/2015,16:15:00,13.522,0,1
1664,6/24/2015,16:30:00,13.594,0,1
1664,6/24/2015,16:45:00,13.666,0,1
1664,6/24/2015,17:00:00,13.69,0,1
1664,6/24/2015,17:15:00,13.714,0,1
1664,6/24/2015,17:30:00,13.714,0,1
1664,6/24/2015,17:45:00,13.69,0,1
1664,6/24/2015,18:00:00,13.69,0,1
1664,6/24/2015,18:15:00,13.714,0,1
1664,6/24/2015,18:30:00,13.594,0,1
1664,6/24/2015,18:45:00,13.473,0,1
1664,6/24/2015,19:00:00,13.377,0,1
1664,6/24/2015,19:15:00,13.329,0,1
1664,6/24/2015,19:30:00,13.185,0,1
1664,6/24/2015,19:45:00,13.016,0,1
1664,6/24/2015,20:00:00,12.871,0,1
1664,6/24/2015,20:15:00,12.727,0,1
1664,6/24/2015,20:30:00,12.558,0,1
1664,6/24/2015,20:45:00,12.389,0,1
1664,6/24/2015,21:00:00,12.219,0,1
1664,6/24/2015,21:15:00,12.025,0,1
1664,6/24/2015,21:30:00,11.856,0,1
1664,6/24/2015,21:45:00,11.637,0,1
1664,6/24/2015,22:00:00,11.467,0,1
1664,6/24/2015,22:15:00,11.273,0,1
1664,6/24/2015,22:30:00,11.102,0,1
1664,6/24/2015,22:45:00,10.932,0,1
1664,6/24/2015,23:00:00,10.736,0,1
1664,6/24/2015,23:15:00,10.565,0,1
1664,6/24/2015,23:30:00,10.369,0,1
1664,6/24/2015,23:45:00,10.198,0,1
1664,6/25/2015,00:00:00,10.026,0,1
1664,6/25/2015,00:15:00,9.854,0,1
1664,6/25/2015,00:30:00,9.706,0,1
1664,6/25/2015,00:45:00,9.534,0,1
1664,6/25/2015,01:00:00,9.386,0,1
1664,6/25/2015,01:15:00,9.238,0,1
1664,6/25/2015,01:30:00,9.089,0,1
1664,6/25/2015,01:45:00,8.941,0,1
1664,6/25/2015,02:00:00,8.817,0,1
1664,6/25/2015,02:15:00,8.668,0,1
1664,6/25/2015,02:30:00,8.543,0,1
1664,6/25/2015,02:45:00,8.444,0,1
1664,6/25/2015,03:00:00,8.319,0,1
1664,6/25/2015,03:15:00,8.195,0,1
1664,6/25/2015,03:30:00,8.07,0,1
1664,6/25/2015,03:45:00,7.97,0,1
1664,6/25/2015,04:00:00,7.87,0,1
1664,6/25/2015,04:15:00,7.77,0,1
1664,6/25/2015,04:30:00,7.695,0,1
1664,6/25/2015,04:45:00,7.594,0,1
1664,6/25/2015,05:00:00,7.519,0,1
1664,6/25/2015,05:15:00,7.444,0,1
1664,6/25/2015,05:30:00,7.343,0,1
1664,6/25/2015,05:45:00,7.268,0,1
1664,6/25/2015,06:00:00,7.217,0,1
1664,6/25/2015,06:15:00,7.167,0,1
1664,6/25/2015,06:30:00,7.142,0,1
1664,6/25/2015,06:45:00,7.091,0,1
1664,6/25/2015,07:00:00,7.091,0,1
1664,6/25/2015,07:15:00,7.066,0,1
1664,6/25/2015,07:30:00,7.041,0,1
1664,6/25/2015,07:45:00,7.041,0,1
1664,6/25/2015,08:00:00,7.041,0,1
1664,6/25/2015,08:15:00,7.066,0,1
1664,6/25/2015,08:30:00,7.091,0,1
1664,6/25/2015,08:45:00,7.116,0,1
1664,6/25/2015,09:00:00,7.167,0,1
1664,6/25/2015,09:15:00,7.242,0,1
1664,6/25/2015,09:30:00,7.343,0,1
1664,6/25/2015,09:45:00,7.519,0,1
1664,6/25/2015,10:00:00,7.645,0,1
1664,6/25/2015,10:15:00,7.945,0,1
1664,6/25/2015,10:30:00,8.145,0,1
1664,6/25/2015,10:45:00,8.369,0,1
1664,6/25/2015,11:00:00,8.643,0,1
1664,6/25/2015,11:15:00,8.891,0,1
1664,6/25/2015,11:30:00,9.163,0,1
1664,6/25/2015,11:45:00,9.485,0,1
1664,6/25/2015,12:00:00,9.756,0,1
1664,6/25/2015,12:15:00,10.051,0,1
1664,6/25/2015,12:30:00,10.222,0,1
1664,6/25/2015,12:45:00,10.369,0,1
1664,6/25/2015,13:00:00,10.712,0,1
1664,6/25/2015,13:15:00,11.078,0,1
1664,6/25/2015,13:30:00,11.394,0,1
1664,6/25/2015,13:45:00,11.71,0,1
1664,6/25/2015,14:00:00,12.122,0,1
1664,6/25/2015,14:15:00,12.461,0,1
1664,6/25/2015,14:30:00,12.654,0,1
1664,6/25/2015,14:45:00,13.088,0,1
1664,6/25/2015,15:00:00,13.425,0,1
1664,6/25/2015,15:15:00,13.618,0,1
1664,6/25/2015,15:30:00,13.497,0,1
1664,6/25/2015,15:45:00,13.233,0,1
1664,6/25/2015,16:00:00,12.968,0,1
1664,6/25/2015,16:15:00,12.847,0,1
1664,6/25/2015,16:30:00,12.799,0,1
1664,6/25/2015,16:45:00,12.871,0,1
1664,6/25/2015,17:00:00,12.799,0,1
1664,6/25/2015,17:15:00,12.751,0,1
1664,6/25/2015,17:30:00,12.654,0,1
1664,6/25/2015,17:45:00,12.485,0,1
1664,6/25/2015,18:00:00,12.316,0,1
1664,6/25/2015,18:15:00,12.243,0,1
1664,6/25/2015,18:30:00,12.243,0,1
1664,6/25/2015,18:45:00,12.389,0,1
1664,6/25/2015,19:00:00,12.437,0,1
1664,6/25/2015,19:15:00,12.316,0,1
1664,6/25/2015,19:30:00,12.171,0,1
1664,6/25/2015,19:45:00,12.025,0,1
1664,6/25/2015,20:00:00,11.832,0,1
1664,6/25/2015,20:15:00,11.637,0,1
1664,6/25/2015,20:30:00,11.467,0,1
1664,6/25/2015,20:45:00,11.297,0,1
1664,6/25/2015,21:00:00,11.127,0,1
1664,6/25/2015,21:15:00,10.956,0,1
1664,6/25/2015,21:30:00,10.81,0,1
1664,6/25/2015,21:45:00,10.663,0,1
1664,6/25/2015,22:00:00,10.565,0,1
1664,6/25/2015,22:15:00,10.443,0,1
1664,6/25/2015,22:30:00,10.369,0,1
1664,6/25/2015,22:45:00,10.271,0,1
1664,6/25/2015,23:00:00,10.173,0,1
1664,6/25/2015,23:15:00,10.075,0,1
1664,6/25/2015,23:30:00,9.977,0,1
1664,6/25/2015,23:45:00,9.854,0,1
1664,6/26/2015,00:00:00,9.731,0,1
1664,6/26/2015,00:15:00,9.632,0,1
1664,6/26/2015,00:30:00,9.509,0,1
1664,6/26/2015,00:45:00,9.41,0,1
1664,6/26/2015,01:00:00,9.287,0,1
1664,6/26/2015,01:15:00,9.188,0,1
1664,6/26/2015,01:30:00,9.114,0,1
1664,6/26/2015,01:45:00,9.04,0,1
1664,6/26/2015,02:00:00,8.965,0,1
1664,6/26/2015,02:15:00,8.891,0,1
1664,6/26/2015,02:30:00,8.817,0,1
1664,6/26/2015,02:45:00,8.742,0,1
1664,6/26/2015,03:00:00,8.643,0,1
1664,6/26/2015,03:15:00,8.568,0,1
1664,6/26/2015,03:30:00,8.494,0,1
1664,6/26/2015,03:45:00,8.444,0,1
1664,6/26/2015,04:00:00,8.369,0,1
1664,6/26/2015,04:15:00,8.319,0,1
1664,6/26/2015,04:30:00,8.27,0,1
1664,6/26/2015,04:45:00,8.22,0,1
1664,6/26/2015,05:00:00,8.17,0,1
1664,6/26/2015,05:15:00,8.095,0,1
1664,6/26/2015,05:30:00,8.045,0,1
1664,6/26/2015,05:45:00,7.995,0,1
1664,6/26/2015,06:00:00,7.97,0,1
1664,6/26/2015,06:15:00,7.945,0,1
1664,6/26/2015,06:30:00,7.895,0,1
1664,6/26/2015,06:45:00,7.87,0,1
1664,6/26/2015,07:00:00,7.845,0,1
1664,6/26/2015,07:15:00,7.82,0,1
1664,6/26/2015,07:30:00,7.82,0,1
1664,6/26/2015,07:45:00,7.795,0,1
1664,6/26/2015,08:00:00,7.77,0,1
1664,6/26/2015,08:15:00,7.77,0,1
1664,6/26/2015,08:30:00,7.795,0,1
1664,6/26/2015,08:45:00,7.845,0,1
1664,6/26/2015,09:00:00,7.895,0,1
1664,6/26/2015,09:15:00,7.945,0,1
1664,6/26/2015,09:30:00,7.995,0,1
1664,6/26/2015,09:45:00,8.045,0,1
1664,6/26/2015,10:00:00,8.195,0,1
1664,6/26/2015,10:15:00,8.344,0,1
1664,6/26/2015,10:30:00,8.394,0,1
1664,6/26/2015,10:45:00,8.494,0,1
1664,6/26/2015,11:00:00,8.543,0,1
1664,6/26/2015,11:15:00,8.593,0,1
1664,6/26/2015,11:30:00,8.643,0,1
1664,6/26/2015,11:45:00,8.717,0,1
1664,6/26/2015,12:00:00,8.841,0,1
1664,6/26/2015,12:15:00,8.916,0,1
1664,6/26/2015,12:30:00,9.163,0,1
1664,6/26/2015,12:45:00,9.238,0,1
1664,6/26/2015,13:00:00,9.46,0,1
1664,6/26/2015,13:15:00,9.632,0,1
1664,6/26/2015,13:30:00,9.756,0,1
1664,6/26/2015,13:45:00,10.124,0,1
1664,6/26/2015,14:00:00,10.222,0,1
1664,6/26/2015,14:15:00,10.443,0,1
1664,6/26/2015,14:30:00,10.785,0,1
1664,6/26/2015,14:45:00,10.614,0,1
1664,6/26/2015,15:00:00,10.614,0,1
1664,6/26/2015,15:15:00,10.638,0,1
1664,6/26/2015,15:30:00,10.638,0,1
1664,6/26/2015,15:45:00,10.541,0,1
1664,6/26/2015,16:00:00,10.467,0,1
1664,6/26/2015,16:15:00,10.418,0,1
1664,6/26/2015,16:30:00,10.418,0,1
1664,6/26/2015,16:45:00,10.418,0,1
1664,6/26/2015,17:00:00,10.418,0,1
1664,6/26/2015,17:15:00,10.443,0,1
1664,6/26/2015,17:30:00,10.418,0,1
1664,6/26/2015,17:45:00,10.394,0,1
1664,6/26/2015,18:00:00,10.394,0,1
1664,6/26/2015,18:15:00,10.369,0,1
1664,6/26/2015,18:30:00,10.271,0,1
1664,6/26/2015,18:45:00,10.124,0,1
1664,6/26/2015,19:00:00,9.977,0,1
1664,6/26/2015,19:15:00,9.829,0,1
1664,6/26/2015,19:30:00,9.682,0,1
1664,6/26/2015,19:45:00,9.583,0,1
1664,6/26/2015,20:00:00,9.485,0,1
1664,6/26/2015,20:15:00,9.386,0,1
1664,6/26/2015,20:30:00,9.312,0,1
1664,6/26/2015,20:45:00,9.238,0,1
1664,6/26/2015,21:00:00,9.139,0,1
1664,6/26/2015,21:15:00,9.064,0,1
1664,6/26/2015,21:30:00,8.99,0,1
1664,6/26/2015,21:45:00,8.916,0,1
1664,6/26/2015,22:00:00,8.841,0,1
1664,6/26/2015,22:15:00,8.767,0,1
1664,6/26/2015,22:30:00,8.693,0,1
1664,6/26/2015,22:45:00,8.593,0,1
1664,6/26/2015,23:00:00,8.519,0,1
1664,6/26/2015,23:15:00,8.444,0,1
1664,6/26/2015,23:30:00,8.369,0,1
1664,6/26/2015,23:45:00,8.295,0,1
1664,6/27/2015,00:00:00,8.195,0,1
1664,6/27/2015,00:15:00,8.145,0,1
1664,6/27/2015,00:30:00,8.045,0,1
1664,6/27/2015,00:45:00,7.97,0,1
1664,6/27/2015,01:00:00,7.895,0,1
1664,6/27/2015,01:15:00,7.82,0,1
1664,6/27/2015,01:30:00,7.745,0,1
1664,6/27/2015,01:45:00,7.645,0,1
1664,6/27/2015,02:00:00,7.569,0,1
1664,6/27/2015,02:15:00,7.494,0,1
1664,6/27/2015,02:30:00,7.419,0,1
1664,6/27/2015,02:45:00,7.368,0,1
1664,6/27/2015,03:00:00,7.318,0,1
1664,6/27/2015,03:15:00,7.242,0,1
1664,6/27/2015,03:30:00,7.192,0,1
1664,6/27/2015,03:45:00,7.116,0,1
1664,6/27/2015,04:00:00,7.066,0,1
1664,6/27/2015,04:15:00,6.99,0,1
1664,6/27/2015,04:30:00,6.914,0,1
1664,6/27/2015,04:45:00,6.839,0,1
1664,6/27/2015,05:00:00,6.763,0,1
1664,6/27/2015,05:15:00,6.687,0,1
1664,6/27/2015,05:30:00,6.636,0,1
1664,6/27/2015,05:45:00,6.585,0,1
1664,6/27/2015,06:00:00,6.535,0,1
1664,6/27/2015,06:15:00,6.509,0,1
1664,6/27/2015,06:30:00,6.484,0,1
1664,6/27/2015,06:45:00,6.458,0,1
1664,6/27/2015,07:00:00,6.458,0,1
1664,6/27/2015,07:15:00,6.433,0,1
1664,6/27/2015,07:30:00,6.433,0,1
1664,6/27/2015,07:45:00,6.433,0,1
1664,6/27/2015,08:00:00,6.458,0,1
1664,6/27/2015,08:15:00,6.484,0,1
1664,6/27/2015,08:30:00,6.535,0,1
1664,6/27/2015,08:45:00,6.56,0,1
1664,6/27/2015,09:00:00,6.636,0,1
1664,6/27/2015,09:15:00,6.737,0,1
1664,6/27/2015,09:30:00,6.94,0,1
1664,6/27/2015,09:45:00,7.142,0,1
1664,6/27/2015,10:00:00,7.293,0,1
1664,6/27/2015,10:15:00,7.77,0,1
1664,6/27/2015,10:30:00,7.795,0,1
1664,6/27/2015,10:45:00,7.77,0,1
1664,6/27/2015,11:00:00,7.945,0,1
1664,6/27/2015,11:15:00,8.095,0,1
1664,6/27/2015,11:30:00,8.245,0,1
1664,6/27/2015,11:45:00,8.543,0,1
1664,6/27/2015,12:00:00,8.668,0,1
1664,6/27/2015,12:15:00,8.99,0,1
1664,6/27/2015,12:30:00,9.163,0,1
1664,6/27/2015,12:45:00,9.287,0,1
1664,6/27/2015,13:00:00,9.534,0,1
1664,6/27/2015,13:15:00,9.632,0,1
1664,6/27/2015,13:30:00,9.977,0,1
1664,6/27/2015,13:45:00,9.903,0,1
1664,6/27/2015,14:00:00,10.051,0,1
1664,6/27/2015,14:15:00,10.32,0,1
1664,6/27/2015,14:30:00,10.687,0,1
1664,6/27/2015,14:45:00,11.175,0,1
1664,6/27/2015,15:00:00,11.102,0,1
1664,6/27/2015,15:15:00,11.394,0,1
1664,6/27/2015,15:30:00,11.467,0,1
1664,6/27/2015,15:45:00,11.346,0,1
1664,6/27/2015,16:00:00,11.54,0,1
1664,6/27/2015,16:15:00,11.734,0,1
1664,6/27/2015,16:30:00,12.001,0,1
1664,6/27/2015,16:45:00,12.195,0,1
1664,6/27/2015,17:00:00,12.292,0,1
1664,6/27/2015,17:15:00,12.268,0,1
1664,6/27/2015,17:30:00,12.509,0,1
1664,6/27/2015,17:45:00,12.413,0,1
1664,6/27/2015,18:00:00,12.582,0,1
1664,6/27/2015,18:15:00,12.751,0,1
1664,6/27/2015,18:30:00,12.799,0,1
1664,6/27/2015,18:45:00,12.799,0,1
1664,6/27/2015,19:00:00,12.654,0,1
1664,6/27/2015,19:15:00,12.485,0,1
1664,6/27/2015,19:30:00,12.268,0,1
1664,6/27/2015,19:45:00,12.074,0,1
1664,6/27/2015,20:00:00,11.904,0,1
1664,6/27/2015,20:15:00,11.734,0,1
1664,6/27/2015,20:30:00,11.613,0,1
1664,6/27/2015,20:45:00,11.467,0,1
1664,6/27/2015,21:00:00,11.346,0,1
1664,6/27/2015,21:15:00,11.224,0,1
1664,6/27/2015,21:30:00,11.102,0,1
1664,6/27/2015,21:45:00,10.956,0,1
1664,6/27/2015,22:00:00,10.834,0,1
1664,6/27/2015,22:15:00,10.712,0,1
1664,6/27/2015,22:30:00,10.614,0,1
1664,6/27/2015,22:45:00,10.492,0,1
1664,6/27/2015,23:00:00,10.369,0,1
1664,6/27/2015,23:15:00,10.247,0,1
1664,6/27/2015,23:30:00,10.124,0,1
1664,6/27/2015,23:45:00,10.026,0,1
1664,6/28/2015,00:00:00,9.903,0,1
1664,6/28/2015,00:15:00,9.78,0,1
1664,6/28/2015,00:30:00,9.632,0,1
1664,6/28/2015,00:45:00,9.534,0,1
1664,6/28/2015,01:00:00,9.386,0,1
1664,6/28/2015,01:15:00,9.262,0,1
1664,6/28/2015,01:30:00,9.139,0,1
1664,6/28/2015,01:45:00,9.04,0,1
1664,6/28/2015,02:00:00,8.941,0,1
1664,6/28/2015,02:15:00,8.841,0,1
1664,6/28/2015,02:30:00,8.717,0,1
1664,6/28/2015,02:45:00,8.618,0,1
1664,6/28/2015,03:00:00,8.494,0,1
1664,6/28/2015,03:15:00,8.394,0,1
1664,6/28/2015,03:30:00,8.319,0,1
1664,6/28/2015,03:45:00,8.245,0,1
1664,6/28/2015,04:00:00,8.145,0,1
1664,6/28/2015,04:15:00,8.07,0,1
1664,6/28/2015,04:30:00,7.995,0,1
1664,6/28/2015,04:45:00,7.92,0,1
1664,6/28/2015,05:00:00,7.845,0,1
1664,6/28/2015,05:15:00,7.795,0,1
1664,6/28/2015,05:30:00,7.72,0,1
1664,6/28/2015,05:45:00,7.645,0,1
1664,6/28/2015,06:00:00,7.594,0,1
1664,6/28/2015,06:15:00,7.544,0,1
1664,6/28/2015,06:30:00,7.469,0,1
1664,6/28/2015,06:45:00,7.444,0,1
1664,6/28/2015,07:00:00,7.393,0,1
1664,6/28/2015,07:15:00,7.393,0,1
1664,6/28/2015,07:30:00,7.368,0,1
1664,6/28/2015,07:45:00,7.393,0,1
1664,6/28/2015,08:00:00,7.393,0,1
1664,6/28/2015,08:15:00,7.393,0,1
1664,6/28/2015,08:30:00,7.393,0,1
1664,6/28/2015,08:45:00,7.393,0,1
1664,6/28/2015,09:00:00,7.444,0,1
1664,6/28/2015,09:15:00,7.494,0,1
1664,6/28/2015,09:30:00,7.569,0,1
1664,6/28/2015,09:45:00,7.645,0,1
1664,6/28/2015,10:00:00,8.07,0,1
1664,6/28/2015,10:15:00,7.945,0,1
1664,6/28/2015,10:30:00,8.245,0,1
1664,6/28/2015,10:45:00,8.245,0,1
1664,6/28/2015,11:00:00,8.643,0,1
1664,6/28/2015,11:15:00,8.841,0,1
1664,6/28/2015,11:30:00,8.841,0,1
1664,6/28/2015,11:45:00,8.866,0,1
1664,6/28/2015,12:00:00,9.015,0,1
1664,6/28/2015,12:15:00,9.114,0,1
1664,6/28/2015,12:30:00,9.188,0,1
1664,6/28/2015,12:45:00,9.361,0,1
1664,6/28/2015,13:00:00,9.435,0,1
1664,6/28/2015,13:15:00,9.509,0,1
1664,6/28/2015,13:30:00,9.608,0,1
1664,6/28/2015,13:45:00,9.706,0,1
1664,6/28/2015,14:00:00,9.756,0,1
1664,6/28/2015,14:15:00,9.854,0,1
1664,6/28/2015,14:30:00,9.928,0,1
1664,6/28/2015,14:45:00,10.026,0,1
1664,6/28/2015,15:00:00,10.247,0,1
1664,6/28/2015,15:15:00,10.467,0,1
1664,6/28/2015,15:30:00,10.785,0,1
1664,6/28/2015,15:45:00,11.224,0,1
1664,6/28/2015,16:00:00,11.637,0,1
1664,6/28/2015,16:15:00,11.783,0,1
1664,6/28/2015,16:30:00,11.832,0,1
1664,6/28/2015,16:45:00,11.977,0,1
1664,6/28/2015,17:00:00,11.904,0,1
1664,6/28/2015,17:15:00,12.074,0,1
1664,6/28/2015,17:30:00,12.243,0,1
1664,6/28/2015,17:45:00,12.316,0,1
1664,6/28/2015,18:00:00,12.461,0,1
1664,6/28/2015,18:15:00,12.509,0,1
1664,6/28/2015,18:30:00,12.534,0,1
1664,6/28/2015,18:45:00,12.485,0,1
1664,6/28/2015,19:00:00,12.413,0,1
1664,6/28/2015,19:15:00,12.316,0,1
1664,6/28/2015,19:30:00,12.243,0,1
1664,6/28/2015,19:45:00,12.122,0,1
1664,6/28/2015,20:00:00,11.977,0,1
1664,6/28/2015,20:15:00,11.734,0,1
1664,6/28/2015,20:30:00,11.516,0,1
1664,6/28/2015,20:45:00,11.37,0,1
1664,6/28/2015,21:00:00,11.2,0,1
1664,6/28/2015,21:15:00,11.078,0,1
1664,6/28/2015,21:30:00,10.956,0,1
1664,6/28/2015,21:45:00,10.81,0,1
1664,6/28/2015,22:00:00,10.712,0,1
1664,6/28/2015,22:15:00,10.565,0,1
1664,6/28/2015,22:30:00,10.443,0,1
1664,6/28/2015,22:45:00,10.296,0,1
1664,6/28/2015,23:00:00,10.173,0,1
1664,6/28/2015,23:15:00,10.075,0,1
1664,6/28/2015,23:30:00,9.928,0,1
1664,6/28/2015,23:45:00,9.829,0,1
1664,6/29/2015,00:00:00,9.682,0,1
1664,6/29/2015,00:15:00,9.534,0,1
1664,6/29/2015,00:30:00,9.386,0,1
1664,6/29/2015,00:45:00,9.262,0,1
1664,6/29/2015,01:00:00,9.139,0,1
1664,6/29/2015,01:15:00,9.015,0,1
1664,6/29/2015,01:30:00,8.891,0,1
1664,6/29/2015,01:45:00,8.742,0,1
1664,6/29/2015,02:00:00,8.618,0,1
1664,6/29/2015,02:15:00,8.494,0,1
1664,6/29/2015,02:30:00,8.394,0,1
1664,6/29/2015,02:45:00,8.27,0,1
1664,6/29/2015,03:00:00,8.145,0,1
1664,6/29/2015,03:15:00,8.045,0,1
1664,6/29/2015,03:30:00,7.945,0,1
1664,6/29/2015,03:45:00,7.845,0,1
1664,6/29/2015,04:00:00,7.745,0,1
1664,6/29/2015,04:15:00,7.67,0,1
1664,6/29/2015,04:30:00,7.569,0,1
1664,6/29/2015,04:45:00,7.469,0,1
1664,6/29/2015,05:00:00,7.368,0,1
1664,6/29/2015,05:15:00,7.293,0,1
1664,6/29/2015,05:30:00,7.192,0,1
1664,6/29/2015,05:45:00,7.142,0,1
1664,6/29/2015,06:00:00,7.066,0,1
1664,6/29/2015,06:15:00,6.99,0,1
1664,6/29/2015,06:30:00,6.94,0,1
1664,6/29/2015,06:45:00,6.889,0,1
1664,6/29/2015,07:00:00,6.839,0,1
1664,6/29/2015,07:15:00,6.788,0,1
1664,6/29/2015,07:30:00,6.737,0,1
1664,6/29/2015,07:45:00,6.737,0,1
1664,6/29/2015,08:00:00,6.712,0,1
1664,6/29/2015,08:15:00,6.712,0,1
1664,6/29/2015,08:30:00,6.788,0,1
1664,6/29/2015,08:45:00,6.839,0,1
1664,6/29/2015,09:00:00,6.864,0,1
1664,6/29/2015,09:15:00,6.914,0,1
1664,6/29/2015,09:30:00,6.99,0,1
1664,6/29/2015,09:45:00,7.066,0,1
1664,6/29/2015,10:00:00,7.167,0,1
1664,6/29/2015,10:15:00,7.242,0,1
1664,6/29/2015,10:30:00,7.368,0,1
1664,6/29/2015,10:45:00,7.519,0,1
1664,6/29/2015,11:00:00,7.619,0,1
1664,6/29/2015,11:15:00,7.745,0,1
1664,6/29/2015,11:30:00,7.87,0,1
1664,6/29/2015,11:45:00,7.995,0,1
1664,6/29/2015,12:00:00,8.145,0,1
1664,6/29/2015,12:15:00,8.444,0,1
1664,6/29/2015,12:30:00,8.767,0,1
1664,6/29/2015,12:45:00,8.891,0,1
1664,6/29/2015,13:00:00,9.114,0,1
1664,6/29/2015,13:15:00,9.558,0,1
1664,6/29/2015,13:30:00,10.026,0,1
1664,6/29/2015,13:45:00,10.394,0,1
1664,6/29/2015,14:00:00,10.761,0,1
1664,6/29/2015,14:15:00,11.005,0,1
1664,6/29/2015,14:30:00,11.151,0,1
1664,6/29/2015,14:45:00,11.005,0,1
1664,6/29/2015,15:00:00,11.151,0,1
1664,6/29/2015,15:15:00,11.346,0,1
1664,6/29/2015,15:30:00,11.297,0,1
1664,6/29/2015,15:45:00,11.37,0,1
1664,6/29/2015,16:00:00,11.297,0,1
1664,6/29/2015,16:15:00,11.297,0,1
1664,6/29/2015,16:30:00,11.346,0,1
1664,6/29/2015,16:45:00,11.37,0,1
1664,6/29/2015,17:00:00,11.37,0,1
1664,6/29/2015,17:15:00,11.467,0,1
1664,6/29/2015,17:30:00,11.662,0,1
1664,6/29/2015,17:45:00,11.637,0,1
1664,6/29/2015,18:00:00,11.686,0,1
1664,6/29/2015,18:15:00,11.832,0,1
1664,6/29/2015,18:30:00,12.05,0,1
1664,6/29/2015,18:45:00,11.977,0,1
1664,6/29/2015,19:00:00,11.88,0,1
1664,6/29/2015,19:15:00,11.807,0,1
1664,6/29/2015,19:30:00,11.807,0,1
1664,6/29/2015,19:45:00,11.832,0,1
1664,6/29/2015,20:00:00,11.783,0,1
1664,6/29/2015,20:15:00,11.686,0,1
1664,6/29/2015,20:30:00,11.589,0,1
1664,6/29/2015,20:45:00,11.492,0,1
1664,6/29/2015,21:00:00,11.394,0,1
1664,6/29/2015,21:15:00,11.273,0,1
1664,6/29/2015,21:30:00,11.151,0,1
1664,6/29/2015,21:45:00,11.005,0,1
1664,6/29/2015,22:00:00,10.858,0,1
1664,6/29/2015,22:15:00,10.712,0,1
1664,6/29/2015,22:30:00,10.565,0,1
1664,6/29/2015,22:45:00,10.394,0,1
1664,6/29/2015,23:00:00,10.247,0,1
1664,6/29/2015,23:15:00,10.1,0,1
1664,6/29/2015,23:30:00,9.952,0,1
1664,6/29/2015,23:45:00,9.829,0,1
1664,6/30/2015,00:00:00,9.682,0,1
1664,6/30/2015,00:15:00,9.534,0,1
1664,6/30/2015,00:30:00,9.41,0,1
1664,6/30/2015,00:45:00,9.287,0,1
1664,6/30/2015,01:00:00,9.139,0,1
1664,6/30/2015,01:15:00,9.015,0,1
1664,6/30/2015,01:30:00,8.891,0,1
1664,6/30/2015,01:45:00,8.767,0,1
1664,6/30/2015,02:00:00,8.643,0,1
1664,6/30/2015,02:15:00,8.543,0,1
1664,6/30/2015,02:30:00,8.444,0,1
1664,6/30/2015,02:45:00,8.344,0,1
1664,6/30/2015,03:00:00,8.27,0,1
1664,6/30/2015,03:15:00,8.195,0,1
1664,6/30/2015,03:30:00,8.12,0,1
1664,6/30/2015,03:45:00,8.07,0,1
1664,6/30/2015,04:00:00,7.995,0,1
1664,6/30/2015,04:15:00,7.945,0,1
1664,6/30/2015,04:30:00,7.895,0,1
1664,6/30/2015,04:45:00,7.845,0,1
1664,6/30/2015,05:00:00,7.77,0,1
1664,6/30/2015,05:15:00,7.72,0,1
1664,6/30/2015,05:30:00,7.67,0,1
1664,6/30/2015,05:45:00,7.594,0,1
1664,6/30/2015,06:00:00,7.569,0,1
1664,6/30/2015,06:15:00,7.544,0,1
1664,6/30/2015,06:30:00,7.494,0,1
1664,6/30/2015,06:45:00,7.494,0,1
1664,6/30/2015,07:00:00,7.494,0,1
1664,6/30/2015,07:15:00,7.494,0,1
1664,6/30/2015,07:30:00,7.519,0,1
1664,6/30/2015,07:45:00,7.544,0,1
1664,6/30/2015,08:00:00,7.594,0,1
1664,6/30/2015,08:15:00,7.695,0,1
1664,6/30/2015,08:30:00,7.745,0,1
1664,6/30/2015,08:45:00,7.845,0,1
1664,6/30/2015,09:00:00,8.12,0,1
1664,6/30/2015,09:15:00,8.07,0,1
1664,6/30/2015,09:30:00,8.22,0,1
1664,6/30/2015,09:45:00,8.519,0,1
1664,6/30/2015,10:00:00,8.444,0,1
1664,6/30/2015,10:15:00,8.519,0,1
1664,6/30/2015,10:30:00,8.965,0,1
1664,6/30/2015,10:45:00,8.891,0,1
1664,6/30/2015,11:00:00,8.717,0,1
1664,6/30/2015,11:15:00,8.841,0,1
1664,6/30/2015,11:30:00,9.139,0,1
1664,6/30/2015,11:45:00,9.632,0,1
1664,6/30/2015,12:00:00,9.509,0,1
1664,6/30/2015,12:15:00,9.435,0,1
1664,6/30/2015,12:30:00,9.509,0,1
1664,6/30/2015,12:45:00,9.558,0,1
1664,6/30/2015,13:00:00,9.756,0,1
1664,6/30/2015,13:15:00,10.173,0,1
1664,6/30/2015,13:30:00,10.467,0,1
1664,6/30/2015,13:45:00,10.59,0,1
1664,6/30/2015,14:00:00,11.029,0,1
1664,6/30/2015,14:15:00,11.807,0,1
1664,6/30/2015,14:30:00,11.832,0,1
1664,6/30/2015,14:45:00,11.492,0,1
1664,6/30/2015,15:00:00,11.127,0,1
1664,6/30/2015,15:15:00,10.883,0,1
1664,6/30/2015,15:30:00,10.834,0,1
1664,6/30/2015,15:45:00,10.785,0,1
1664,6/30/2015,16:00:00,10.663,0,1
1664,6/30/2015,16:15:00,10.565,0,1
1664,6/30/2015,16:30:00,10.492,0,1
1664,6/30/2015,16:45:00,10.492,0,1
